2015;9.441257142857143;2001;80.90724285714285;2011;208.40849999999998;2007;78.29632857142857;1997;228.3542285714286;1994;97.38661428571427;1995;106.29964285714287;2008;20.961071428571426;2006;42.06161428571429;2002;4.461485714285714;null;null;1996;35.52027142857143;1994;399.65160000000003;2001;19.589785714285718;2004;21.046899999999997;1987;56.418071428571416;1994;56.41681428571429;1994;2.5352714285714284;2000;117.37268571428571;2012;57.20544285714285;1998;43.67997142857143;2001;9.569728571428572;2003;2.2171857142857143;null;null;1993;31.797457142857137;null;null;1992;15.259271428571429;null;null;1994;30.533799999999992;1993;29.39074285714286;1991;57.71355714285715;1996;6.0140714285714285;1997;71.33485714285715;1988;81.49249999999999;1991;87.58388571428573;1998;2.2675428571428573;1997;101.33387142857144;2008;64.46774285714285;1991;146.86374285714288;null;null;1994;28.8434;null;null;1997;9.546885714285716;1990;68.17428571428572;
2016;54.82632857142857;2002;84.89698571428572;2012;128.08524285714284;2008;63.40015714285714;1998;341.3500142857143;1995;37.84954285714286;1996;137.7249;2009;40.28265714285714;2007;27.300014285714287;2003;3.6074714285714284;null;null;1997;11.101071428571428;1995;423.49958571428573;2002;22.563071428571426;2005;21.046899999999997;1988;60.1662;1995;52.95108571428572;1995;2.457942857142857;2001;65.65882857142856;2013;47.98471428571429;1999;92.23958571428571;2002;13.872857142857143;2004;6.809242857142857;null;null;1994;116.46414285714286;null;null;1993;16.728771428571427;null;null;1995;30.329914285714285;1994;32.30515714285714;1992;66.35504285714286;1997;3.2793142857142854;1998;43.481142857142856;1989;83.28722857142859;1992;63.02971428571429;1999;34.95758571428572;1998;58.23669999999999;2009;107.31901428571427;1992;72.61991428571429;null;null;1995;28.383528571428574;null;null;1998;12.802185714285713;1991;113.16732857142857;
2017;57.74911428571429;2003;41.609742857142855;2013;112.35982857142858;2009;114.40144285714284;1999;838.6380571428572;1996;48.47191428571428;1997;48.71515714285714;2010;2.833485714285714;2008;53.54641428571428;2004;5.185085714285713;null;null;1998;6.9193;1996;399.15005714285707;2003;20.465714285714284;2006;19.656542857142856;1989;61.05981428571429;1996;53.67141428571428;1996;2.146171428571429;2002;62.83868571428571;2014;89.61577142857142;2000;187.5505857142857;2003;7.549685714285714;2005;7.55287142857143;null;null;1995;156.5860571428572;null;null;1994;13.379457142857145;null;null;1996;33.98444285714285;1995;31.620614285714282;1993;55.368157142857136;1998;2.323457142857143;1999;54.794399999999996;1990;66.6970857142857;1993;65.39032857142857;2000;33.03895714285714;1999;124.05588571428572;2010;2.1028714285714285;1993;87.77535714285715;null;null;1996;18.693785714285717;null;null;1999;20.8214;1992;18.062971428571426;
2018;27.520385714285712;2004;38.59202857142857;2014;152.08185714285716;2010;49.323928571428574;2000;741.5102428571428;1997;5.033271428571429;1998;30.600385714285714;2011;14.219499999999998;2009;37.280185714285714;2005;4.690371428571429;null;null;1999;21.07522857142857;1997;148.02422857142855;2004;25.77278571428571;2007;17.2152;1990;57.95952857142857;1997;60.05127142857142;1997;1.4572999999999998;2003;61.48115714285715;2015;54.19254285714287;2001;85.98862857142856;2004;16.154899999999998;2006;5.057414285714286;null;null;1996;152.8223;null;null;1995;18.30454285714286;null;null;1997;40.608471428571434;1996;35.153371428571425;1994;57.43727142857143;1999;1.651142857142857;2000;79.57825714285714;1991;70.37105714285714;1994;85.71109999999999;2001;36.75454285714286;2000;151.39505714285715;2011;47.822685714285704;1994;173.63200000000003;null;null;1997;4.583271428571429;null;null;2000;26.58164285714286;1993;25.86791428571429;
2019;82.02352857142856;2005;80.8613;2015;115.41817142857144;2011;127.20438571428572;2001;631.5122857142857;1998;35.07455714285714;1999;198.5594857142857;2012;5.174500000000001;2010;37.07161428571428;2006;5.79547142857143;null;null;2000;24.06932857142857;1998;157.8607857142857;2005;23.095814285714287;2008;19.380828571428566;1991;61.29281428571429;1998;43.43738571428571;1998;0.7154428571428572;2004;69.84842857142858;2016;38.89584285714285;2002;81.42284285714287;2005;17.63497142857143;2007;3.776557142857143;null;null;1997;66.52487142857144;null;null;1996;23.3461;null;null;1998;34.69708571428571;1997;37.136399999999995;1995;58.19764285714285;2000;2.2477428571428573;2001;54.78612857142856;1992;54.13455714285714;1995;108.57767142857142;2002;10.56274285714286;2001;98.92657142857142;2012;2.079685714285714;1995;432.0445428571428;null;null;1998;3.1734714285714287;null;null;2001;20.177857142857142;1994;102.88017142857143;
null;null;2006;55.00284285714286;2016;95.79634285714288;2012;56.91685714285715;2002;658.4666142857143;1999;150.90384285714285;2000;151.86847142857144;2013;4.257914285714286;2011;66.28337142857143;2007;3.6098428571428576;null;null;2001;17.22125714285714;1999;424.9002;2006;22.865085714285716;2009;20.071;1992;59.04232857142857;1999;42.15314285714286;1999;1.4373142857142855;2005;68.18142857142858;2017;51.7835;2003;60.43142857142857;2006;8.893699999999999;2008;8.5798;null;null;1998;25.704128571428573;null;null;1997;20.967242857142857;null;null;1999;32.47421428571429;1998;27.895857142857142;1996;67.6567;2001;2.612114285714285;2002;51.430128571428575;1993;50.81111428571428;1996;102.30581428571428;2003;7.603271428571428;2002;84.87204285714286;2013;1.8821999999999997;1996;174.06584285714285;null;null;1999;24.907742857142857;null;null;2002;14.599714285714287;1995;101.53675714285716;
null;null;2007;80.3318857142857;2017;135.22747142857142;2013;63.45605714285715;2003;512.1685285714286;2000;69.33374285714285;2001;112.73238571428571;2014;13.316885714285714;2012;37.92727142857143;2008;7.127228571428573;null;null;2002;23.353485714285714;2000;543.6033142857143;2007;21.878271428571427;2010;21.6116;1993;45.159642857142856;2000;69.36292857142857;2000;2.6510857142857143;2006;56.7588;2018;61.309171428571425;2004;83.30464285714285;2007;14.142128571428572;2009;8.0738;null;null;1999;128.7648;null;null;1998;13.507814285714286;null;null;2000;38.49937142857143;1999;30.189957142857143;1997;70.16418571428572;2002;2.4518714285714287;2003;45.31878571428571;1994;61.75872857142857;1997;78.67822857142858;2004;32.54255714285714;2003;71.29854285714285;2014;18.568257142857142;1997;102.34128571428572;null;null;2000;23.950185714285716;null;null;2003;23.700085714285713;1996;105.60684285714287;
null;null;2008;91.97979999999998;2018;128.21868571428573;2014;70.95218571428572;2004;467.2811285714285;2001;39.14405714285714;2002;65.24287142857143;2015;21.314785714285716;2013;28.356785714285714;2009;10.972414285714285;null;null;2003;15.339628571428573;2001;380.42937142857147;2008;21.081042857142858;2011;26.377800000000004;1994;54.90931428571428;2001;45.77247142857142;2001;1.4308;2007;46.95767142857142;2019;65.62682857142856;2005;84.5296;2008;13.668542857142857;2010;5.7677571428571435;null;null;2000;181.41802857142858;null;null;1999;16.980057142857145;null;null;2001;30.931100000000004;2000;37.744014285714286;1998;52.06921428571429;2003;1.1780142857142857;2004;49.360528571428574;1995;66.36594285714285;1998;47.97157142857144;2005;18.943371428571428;2004;110.87354285714285;2015;6.406171428571428;1998;58.82131428571429;null;null;2001;10.70777142857143;null;null;2004;26.735342857142857;1997;19.13467142857143;
null;null;2009;169.74755714285715;2019;194.42638571428571;2015;43.26507142857143;2005;659.0721428571427;2002;68.06348571428573;2003;91.05632857142858;2016;7.217585714285714;2014;34.05544285714285;2010;4.397785714285715;null;null;2004;13.859542857142857;2002;205.83302857142857;2009;18.71017142857143;2012;20.163228571428572;1995;50.71477142857144;2002;51.60505714285715;2002;1.2679428571428573;2008;68.41852857142858;2020;78.05342857142857;2006;56.77157142857143;2009;12.835471428571427;2011;16.441814285714287;null;null;2001;71.58522857142857;null;null;2000;24.24875714285714;null;null;2002;29.839671428571428;2001;30.942199999999996;1999;54.19555714285714;2004;9.0509;2005;65.00001428571429;1996;79.44647142857143;1999;73.40562857142858;2006;40.456042857142855;2005;109.35954285714286;2016;1.8518857142857146;1999;241.96710000000002;null;null;2002;9.017771428571429;null;null;2005;8.529957142857144;1998;24.552185714285713;
null;null;2010;13.307785714285716;null;null;2016;44.13724285714285;2006;410.15342857142866;2003;22.54017142857143;2004;122.62885714285714;2017;18.5256;2015;23.22875714285714;2011;9.089928571428572;null;null;2005;12.02187142857143;2003;285.43440000000004;2010;20.82467142857143;2013;16.728971428571427;1996;53.84115714285714;2003;41.64639999999999;2003;1.358642857142857;2009;93.24461428571429;null;null;2007;109.53878571428571;2010;10.6498;2012;7.076842857142857;null;null;2002;106.80232857142859;null;null;2001;17.752528571428574;null;null;2003;26.84102857142857;2002;29.603457142857142;2000;68.45315714285714;2005;1.9505428571428571;2006;51.75871428571428;1997;75.6005;2000;102.48302857142858;2009;46.61621428571429;2006;112.79364285714284;2017;7.291428571428573;2000;226.46944285714287;null;null;2003;8.722457142857143;null;null;2006;14.045142857142855;1999;109.39727142857143;
null;null;2011;86.31492857142857;null;null;2017;82.84245714285714;2007;502.1836285714285;2004;26.12557142857143;2005;135.38692857142857;2018;5.9435;2016;16.3401;2012;4.966614285714286;null;null;2006;19.610842857142853;2004;407.8903142857143;2011;30.367014285714284;2014;17.304199999999998;1997;62.1689;2004;62.15531428571428;2004;0.8599428571428571;2010;65.52311428571429;null;null;2008;89.75614285714285;2011;25.371342857142857;2013;2.628457142857143;null;null;2003;55.17732857142857;null;null;2002;18.372942857142856;null;null;2004;31.362257142857143;2003;26.737099999999998;2001;49.42724285714286;2006;1.148842857142857;2007;42.023585714285716;1998;45.04958571428572;2001;72.11201428571427;2010;3.4400000000000004;2007;57.06142857142857;2018;12.836414285714286;2001;115.94832857142856;null;null;2004;19.423142857142857;null;null;2007;28.164000000000005;2000;102.97945714285713;
null;null;2012;36.69305714285714;null;null;2018;62.57172857142857;2008;595.6636714285714;2005;63.08451428571429;2006;47.51844285714286;2019;24.61854285714286;2017;41.47161428571428;2013;6.127014285714287;null;null;2007;11.511557142857143;2005;313.37861428571426;2012;24.105885714285712;2016;13.508371428571426;1998;45.87905714285714;2005;49.83272857142857;2005;1.0129285714285714;2011;90.5275;null;null;2009;186.10854285714285;2012;16.91607142857143;2014;3.7789571428571427;null;null;2004;50.64204285714285;null;null;2003;13.524242857142855;null;null;2005;29.44034285714286;2004;28.731500000000004;2002;50.53817142857143;2007;2.2884142857142855;2008;56.64595714285714;1999;59.5862;2002;61.369285714285716;2011;39.881299999999996;2008;173.19714285714284;null;null;2002;116.22465714285714;null;null;2005;3.050771428571429;null;null;2008;13.643699999999999;2001;70.52380000000001;
null;null;2013;73.07921428571429;null;null;2019;176.19057142857142;2009;945.1561285714284;2006;18.526457142857144;2007;77.95928571428571;null;null;2019;21.95754285714286;2014;7.743128571428572;null;null;2008;14.143857142857142;2006;167.22702857142855;2013;16.14254285714286;2017;13.445714285714287;1999;45.17362857142857;2006;43.760200000000005;2006;1.1608714285714288;2012;53.27692857142856;null;null;2010;74.00192857142858;2013;9.929185714285714;2015;2.2549571428571427;null;null;2005;58.9626;null;null;2004;16.171342857142857;null;null;2006;28.90291428571428;2005;34.0536;2003;40.6341;2008;3.089914285714286;2009;59.97975714285714;2000;82.69367142857142;2003;53.887857142857136;2012;2.364957142857143;2009;197.08544285714288;null;null;2003;83.33477142857143;null;null;2006;17.032928571428574;null;null;2009;38.560271428571426;2002;28.038871428571433;
null;null;2014;107.04138571428572;null;null;null;null;2010;228.3012857142857;2007;62.63195714285713;2008;86.21941428571428;null;null;2020;40.700328571428564;2015;4.892628571428571;null;null;2009;52.04492857142857;2007;221.8208857142857;2014;18.70347142857143;2018;17.7127;2000;73.40011428571428;2007;50.49362857142857;2007;0.6409142857142858;2013;46.50035714285714;null;null;2011;133.34185714285715;2014;7.4519;2016;1.6353428571428572;null;null;2006;103.9075714285714;null;null;2005;16.137214285714286;null;null;2007;27.854899999999994;2006;29.497385714285713;2004;49.85102857142858;2009;2.424914285714286;2010;58.47794285714285;2001;56.51631428571428;2004;77.0999;2014;29.265185714285714;2010;90.05947142857143;null;null;2004;134.7597857142857;null;null;2007;17.007871428571427;null;null;2010;11.380457142857143;2003;73.07047142857144;
null;null;2015;30.16335714285714;null;null;null;null;2011;920.9977857142857;2008;64.7841;2009;209.19891428571432;null;null;null;null;2016;2.4488999999999996;null;null;2010;8.023214285714285;2008;210.32848571428568;2015;21.616014285714282;2019;16.778185714285716;2001;47.45415714285715;2008;51.8985;2008;1.1086142857142858;2014;60.47390000000001;null;null;2012;55.717685714285714;2015;7.803128571428571;2017;8.0739;null;null;2007;106.58947142857143;null;null;2006;14.292285714285716;null;null;2008;28.452971428571427;2007;26.253285714285713;2005;45.640828571428564;2010;3.292814285714286;2011;76.96452857142857;2002;50.9226;2005;73.79072857142856;2015;4.604557142857144;2011;174.96991428571428;null;null;2005;139.53844285714285;null;null;2008;25.15448571428571;null;null;2011;29.148128571428575;2004;79.74497142857142;
null;null;2016;77.40904285714285;null;null;null;null;2012;344.78691428571426;2009;174.40372857142856;2010;17.988914285714287;null;null;null;null;2017;3.9615428571428573;null;null;2011;31.532957142857136;2009;372.77727142857145;2016;14.417171428571427;2020;23.650042857142857;2002;51.83055714285714;2009;44.58561428571428;2009;1.9585142857142857;2015;44.243471428571425;null;null;2013;46.74662857142857;2016;8.1012;2018;4.257242857142857;null;null;2008;110.7903857142857;null;null;2007;14.322199999999999;null;null;2009;26.04721428571429;2008;28.60024285714286;2006;45.68261428571429;2011;2.263128571428571;2012;42.06774285714285;2003;46.72558571428571;2006;62.42762857142858;2016;1.8951;2012;52.5177;null;null;2006;150.75394285714285;null;null;2009;84.28688571428572;null;null;2012;10.489400000000002;2005;22.69014285714286;
null;null;2017;61.142557142857136;null;null;null;null;2013;443.44095714285703;2010;5.398242857142857;2011;123.43088571428572;null;null;null;null;2018;3.121242857142857;null;null;2012;7.9208;2010;103.79665714285714;2017;20.8183;null;null;2003;42.54321428571428;2010;52.34307142857143;2010;1.2589714285714284;2016;36.52967142857143;null;null;2014;96.85818571428571;2017;8.964757142857144;null;null;null;null;2009;252.41365714285715;null;null;2008;18.9764;null;null;2010;30.178199999999997;2009;28.731685714285714;2007;44.21138571428572;2012;1.2538714285714287;2013;41.15015714285715;2004;51.03421428571428;2007;59.555499999999995;null;null;2013;52.097857142857144;null;null;2007;67.34265714285713;null;null;2010;5.981757142857142;null;null;2013;8.97482857142857;2006;63.77515714285714;
null;null;2018;75.68777142857142;null;null;null;null;2014;698.5217428571428;2011;40.20775714285714;2012;42.767657142857146;null;null;null;null;null;null;null;null;2013;6.930871428571429;2011;515.5116142857144;2018;29.770714285714284;null;null;2004;62.44982857142857;2011;63.45815714285714;2011;2.6062285714285713;2017;48.810585714285715;null;null;2015;55.70468571428572;2018;19.520514285714285;null;null;null;null;2010;43.51274285714286;null;null;2009;16.0674;null;null;2011;33.31038571428572;2010;30.45754285714285;2008;52.44825714285714;2013;1.0775;2014;50.87884285714286;2005;60.59317142857144;2008;103.52612857142857;null;null;2014;113.05058571428572;null;null;2008;262.3228;null;null;2011;30.638185714285715;null;null;2014;11.869228571428568;2007;80.64705714285715;
null;null;2019;118.63567142857143;null;null;null;null;2015;258.4767714285714;2012;20.5519;2013;38.499085714285705;null;null;null;null;null;null;null;null;2015;5.253728571428572;2012;125.86195714285714;2019;17.992814285714285;null;null;2005;50.33087142857143;2012;56.455242857142856;2012;0.8325857142857144;2018;56.85051428571428;null;null;2016;37.124042857142854;2019;11.029371428571428;null;null;null;null;2011;133.38415714285716;null;null;2010;18.585557142857144;null;null;2012;30.09864285714286;2011;35.18125714285714;2009;48.05151428571429;2014;1.774357142857143;2016;33.20507142857143;2006;50.81164285714285;2009;132.52824285714286;null;null;2015;72.49752857142857;null;null;2009;398.0246;null;null;2012;1.5430714285714286;null;null;2015;7.867071428571427;2008;73.73124285714286;
null;null;null;null;null;null;null;null;2016;301.74087142857144;2013;16.243714285714287;2014;98.27657142857142;null;null;null;null;null;null;null;null;2016;0.007114285714285713;2013;128.0443857142857;2020;18.2209;null;null;2006;48.059442857142855;2013;42.041957142857136;2013;0.9518999999999999;2019;56.33052857142856;null;null;2017;56.25767142857143;null;null;null;null;null;null;2012;25.525299999999998;null;null;2011;21.486371428571427;null;null;2013;26.854271428571426;2012;28.104428571428567;2010;50.49248571428571;2015;1.7278857142857142;2017;37.89564285714285;2007;48.850528571428576;2010;65.23774285714286;null;null;2018;76.8677857142857;null;null;2010;84.50450000000001;null;null;2013;0.7757999999999999;null;null;2016;6.210828571428571;2009;218.48577142857144;
null;null;null;null;null;null;null;null;2017;580.1166285714286;2014;72.93634285714286;2015;78.6802857142857;null;null;null;null;null;null;null;null;2018;11.469028571428572;2014;433.64489999999995;null;null;null;null;2007;49.50431428571428;2014;43.097185714285715;2014;1.570714285714286;2020;62.60861428571429;null;null;2018;66.8718;null;null;null;null;null;null;2013;20.120885714285713;null;null;2012;14.080271428571427;null;null;2014;26.12782857142857;2013;26.915985714285714;2011;54.999842857142845;2016;7.66057142857143;2018;41.544;2008;69.59675714285714;2011;114.73427142857142;null;null;2019;102.09195714285713;null;null;2011;219.4258714285714;null;null;2014;4.0168;null;null;2017;22.284;2010;27.51362857142857;
null;null;null;null;null;null;null;null;2018;491.2323857142857;2015;42.28877142857143;2016;50.01488571428571;null;null;null;null;null;null;null;null;2019;24.332785714285713;2015;207.5906;null;null;null;null;2008;50.632957142857144;2015;42.44317142857143;2015;1.3612285714285712;null;null;null;null;2019;79.01765714285715;null;null;null;null;null;null;2014;145.0317142857143;null;null;2013;14.472685714285715;null;null;2015;26.008328571428574;2014;27.692757142857143;2012;45.84658571428572;2017;6.868828571428572;null;null;2009;76.66382857142857;2012;51.861285714285714;null;null;2020;156.95925714285713;null;null;2012;60.14679999999999;null;null;2015;2.2767142857142857;null;null;2018;18.631514285714285;2011;125.82404285714287;
null;null;null;null;null;null;null;null;2019;1230.3617714285715;2017;35.945414285714286;2017;141.1507;null;null;null;null;null;null;null;null;2020;29.919900000000002;2016;115.97735714285714;null;null;null;null;2009;45.24092857142857;2016;34.82404285714286;2016;1.1521714285714286;null;null;null;null;2020;92.85675714285715;null;null;null;null;null;null;2015;52.37152857142858;null;null;2014;14.850742857142858;null;null;2016;24.2168;2015;25.659957142857145;2013;42.155185714285714;null;null;null;null;2010;58.29347142857143;2013;49.18988571428571;null;null;null;null;null;null;2013;54.782000000000004;null;null;2016;1.436642857142857;null;null;2019;34.6911;2012;19.645557142857143;
null;null;null;null;null;null;null;null;2020;1072.3800571428571;2018;48.414785714285706;2018;59.91601428571429;null;null;null;null;null;null;null;null;null;null;2017;247.6787571428572;null;null;null;null;2010;53.1289;2017;41.608514285714286;2017;1.1299;null;null;null;null;null;null;null;null;null;null;null;null;2016;14.628214285714284;null;null;2015;9.090414285714285;null;null;2017;23.216399999999997;2016;24.058057142857137;2014;44.36064285714286;null;null;null;null;2011;83.50897142857141;2014;75.7631;null;null;null;null;null;null;2014;170.00402857142856;null;null;2017;3.705942857142857;null;null;2020;68.9576;2013;15.123185714285713;
null;null;null;null;null;null;null;null;null;null;null;null;2019;170.8947142857143;null;null;null;null;null;null;null;null;null;null;2018;258.58057142857143;null;null;null;null;2011;67.81174285714285;2018;79.0639;2018;1.1010142857142857;null;null;null;null;null;null;null;null;null;null;null;null;2017;43.870985714285716;null;null;2016;8.022957142857143;null;null;2018;25.64695714285714;2017;25.92441428571428;2015;42.79898571428571;null;null;null;null;2012;45.620000000000005;2015;60.38998571428572;null;null;null;null;null;null;2015;94.78305714285715;null;null;2018;5.597714285714285;null;null;null;null;2014;51.11357142857143;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;453.83342857142856;null;null;null;null;2012;59.60802857142858;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;87.40024285714287;null;null;2017;10.7093;null;null;null;null;2018;26.54592857142857;2016;34.92802857142858;null;null;null;null;2013;46.918400000000005;2016;36.08322857142856;null;null;null;null;null;null;2016;51.33951428571428;null;null;null;null;null;null;null;null;2015;21.46111428571429;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;485.7656;null;null;null;null;2013;43.95612857142857;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;12.147228571428572;null;null;null;null;2019;26.380357142857143;2017;38.988299999999995;null;null;null;null;2014;57.10922857142857;2017;60.58571428571428;null;null;null;null;null;null;2017;105.6590857142857;null;null;null;null;null;null;null;null;2016;13.181085714285713;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;47.289142857142856;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;9.684000000000001;null;null;null;null;null;null;2018;39.230585714285716;null;null;null;null;2017;17.905771428571427;2018;57.57142857142857;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;42.177342857142854;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2015;43.62472857142858;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;11.184328571428571;null;null;null;null;null;null;2019;34.16062857142857;null;null;null;null;2018;47.700328571428564;2019;72.60102857142859;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;177.74942857142855;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;32.982528571428574;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;58.76981428571428;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;225.43778571428575;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;43.285714285714285;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;45.12012857142857;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2019;32.945814285714285;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2020;42.49981428571429;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
